Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Amphetamine addiction	51.3470636706857	64.4546973169889	37.1824523237534	76.1140526314173	68.3323669673372	76.6905586627236	55.4923546772068	55.5160349331412	74.9946889108665	72.0739283082126	93.9076063616387	81.3698555829792	76.238404359635	98.0131780895426	59.9255912361466	56.4282095939773	79.9789498606661	61.0823368623759	43.4652472584541	44.7332912647501	52.1943330392489	53.7737136835749	49.5623904977946	64.3772637245339	49.8937252966627	57.2505250649117	38.6093402169192	56.2179402725464	84.4296976411794	27.9731056886416	19.1285702180326	24.242658546544	32.4612107641634	23.9894147687797	55.9430150117574	47.4643851237089	31.4377167938769	61.0743286502271	60.5053233873996	17.0437803330931	63.5353904736769	49.7165824190564	114.94630976402	110.034496319725	46.4453090653224	37.5047186946058	44.6047622939145	39.3662261702724	55.4411550444953	56.592163280288	56.2781999096334	29.6089290997527
Amyotrophic lateral sclerosis	889.356865816327	966.400448342289	1275.16642845725	509.831389331812	665.060381340311	579.206883749503	888.021473183959	1516.47861309301	1479.82969499894	1555.43910488626	1077.21500830186	1135.33173572771	1468.42903858527	1320.03238223855	1560.09112629896	1467.19255271978	1464.5297300401	1611.74307923131	1215.18928576398	1449.57676209227	934.748023279493	509.164117712912	607.666212468944	956.513182316544	1097.42207756647	1027.11553059628	608.777130720102	1039.40580745607	636.371456100796	1475.61759696694	1762.85860950185	1534.60521866653	1224.74358444805	1215.82384878785	626.110360775098	691.731065049177	1162.15704660425	648.334185392365	490.218576165803	351.075378872868	660.00151956316	935.742228979425	824.876089109822	762.696700236104	1000.08112344362	611.560602528166	1099.33062310041	792.392125237233	797.171842339382	603.774545368455	545.678197050097	179.832411403528
Antifolate resistance	20.8138131409897	25.9925865462805	19.3992986779661	22.6735375388418	20.636277528607	18.4037986304872	20.0549814285714	5.47053994843462	5.72848672532189	6.51106224444444	14.0751382755716	14.7766342481203	7.08950313209877	7.08063052540273	5.94863491633987	7.05926090402075	6.2524421251462	5.81264001312336	8.81344050980392	6.97056149362477	19.6099987451362	18.5372298194444	21.0023810724638	16.2910427923628	16.7036226673626	16.1546276335815	18.0062805043431	16.3411072293523	23.6341438390805	8.68553585104845	5.34477734144543	15.6065375544872	17.9863795757576	24.6728591564885	31.432234714128	17.2077668305709	10.6238226845966	22.0316988064677	21.7181523592401	7.76804972928177	16.0804462694356	18.9194949598109	15.373789640041	16.3248088762157	18.6432874090177	24.1744011925391	16.2382809099099	14.9877894347826	21.7812116973684	21.0196356383442	18.6084635	19.2790339265255
Antigen processing and presentation	238.640282290694	220.385309660941	155.262478496704	206.742028573152	219.771475625	157.722528934917	162.005658612915	50.6283379688459	52.1677735419647	57.3937956393519	82.1601836702768	69.0485738319758	54.991416247428	65.9489159030359	53.845504253268	72.5364527939905	54.9551901530214	50.7132212986658	118.211728308143	77.6089152489375	202.518084488759	175.396705138889	188.394034933575	126.446248239857	162.338444979703	117.392104440998	114.836648320892	113.921911664438	188.36052565613	85.48963921698	59.8903039998156	136.400506254006	144.93782625	80.3931566534139	453.306706362675	127.71426519644	60.008268846611	205.054646468076	156.553257932499	49.5835334894874	139.28538792776	148.947245456068	157.298167249957	154.934287647546	259.506439561863	478.700940152427	120.688682740581	79.2722536171498	241.804645219298	201.624572433733	177.121153742647	520.807300543448
Apelin signaling pathway	70.1967402728573	62.9613395707965	28.7872452613096	126.043297840965	105.139787369537	123.511124021385	63.1178915556386	33.0568628888271	40.2327874783092	35.0821158532374	53.7331507789003	48.1256564218099	39.7886741076472	50.1040836048782	33.2194055593173	33.7344612823671	39.2704727163953	30.821565929587	46.3543538418677	32.9422403644298	60.77712905733	59.7390099070743	71.4579958054426	61.1881039374324	45.8343230382542	68.0832621006123	40.5588524753357	69.1991184459919	90.5294261944927	50.1441524288769	103.413285142293	44.115900287078	55.2374303924133	15.3975244326981	59.1996621294488	36.6186820819587	99.7376877099787	63.2260882220552	67.0508430804786	17.2560793672245	38.6388877849542	54.2326017261085	74.6483486735404	81.806511281606	42.6060520745143	48.184513937875	40.1430653940926	33.0607349721962	53.0946999881148	91.2136181478347	59.9971526127804	28.899270296281
Apoptosis	84.0992731199539	89.380674669055	54.7555473828514	135.412560080384	120.543366162752	137.011294896144	87.8523395120321	31.2706911988138	36.1012545307372	31.3566270544118	50.1677883542153	49.3252062804069	39.901099547658	44.7703179176689	32.9513877373126	37.7744475761044	32.9281816950464	29.2740361261	61.2014308773068	38.7006983172613	77.9266368970302	84.7504334773284	85.8873284974425	106.244925621929	78.5489073724364	94.0773262392351	74.1534120214601	97.9011481069781	111.495895702333	38.0210751252073	22.7336841711674	43.7066586545532	51.8307283756684	31.5031711136058	112.421108493621	58.7239392553624	29.8400114981842	94.3832397285996	85.3032423102713	23.9350471861797	53.5007233896354	68.4872262278369	78.9939039276678	72.6136147883835	69.5873008383063	83.690824167286	65.7732814075372	52.6803394572322	78.0736902617604	106.621665324394	85.8958245393599	91.3624715584939
Apoptosis - multiple species	25.3869046765581	25.669664697615	19.7641914131356	24.5917104535222	24.9229027693563	22.8170277446635	22.0064981574675	16.9275124274862	15.1375182457082	14.9825727479167	29.6394875857401	29.7640670829417	16.9245012164352	20.4694554240242	19.0927449375	18.2329816682879	13.9764520482456	17.2469832418799	30.5789301087623	24.3598316666667	24.0451170209144	21.4118654557292	23.6503108695652	22.2151626215692	21.5985748734342	20.6813880195409	20.2206078547435	21.1002309141043	23.900518825431	12.5344240482646	9.62428400511615	14.4268155408654	17.1068892045455	13.9167870467557	29.708656531457	18.1181233580801	12.0302214543857	41.1450634468284	20.6499251878238	7.57504334599447	18.7555078045128	22.0827004222074	19.3808580885177	19.4207506826094	23.7562379166667	30.0157879004964	16.7088004683661	18.4330214870169	25.4915447185673	25.0427473243464	23.0736017334559	26.715403879203
Arachidonic acid metabolism	51.2180705487441	50.5995287714693	22.3507814153932	34.5437357696582	69.8591393057255	34.4751543004911	56.2416783478816	32.1973760655738	27.4660791634419	32.5495951469945	27.1679220441499	33.9500665401208	35.9500950874317	31.1931408038272	30.4669609611058	28.3602513510238	30.3483832890423	33.5979991558022	56.8891897822244	43.6912466129177	35.4433705999235	70.7006929849727	36.0016155452602	28.786064722407	27.0108174516582	30.0012584493349	29.8753573562236	27.6604595914789	43.6324734652346	75.2586495160201	32.8342833693602	21.7321939470366	22.0384749925484	111.003899219122	41.4966879141787	24.0558110433838	13.2911343055834	92.7185205177392	36.8605372980549	315.920354998641	25.4473495569057	47.1403671526567	35.5566004996097	36.9717226966561	50.8054151144373	23.1456819672131	21.0806198191485	106.333930026926	28.2850151768766	28.3733256380585	53.497165972999	21.0039475520078
Arginine and proline metabolism	43.0025719142857	55.3150750729131	45.9165240623729	51.1797143088983	54.9200159328358	55.8260935898698	57.3188939922078	47.7552442696133	56.0544262961373	59.7371152226667	72.0247059552347	74.7083039406015	66.2972574414815	69.1003980959108	44.1949635623529	44.8484748132296	56.7466460940351	55.2093073448819	56.4204258715686	51.6251390699454	44.1090277684825	41.4234595416667	49.5234915652174	70.4263349355609	58.8566706388309	67.0580941875931	38.0132125856678	73.8906724342246	62.6709940689655	103.184688922777	105.141601366372	55.452173425	64.3853539636364	68.9116195061069	78.1863998569536	60.1055343436464	619.269890829584	54.9116128038806	52.1900796549223	24.3674944618785	55.2881556345048	75.005155887234	35.7044010516129	37.5601572557029	52.9513001004831	50.9773226086643	55.2874321312039	42.8941732178744	62.0273789108187	54.2357514862745	42.4212993035294	50.8652290450809
Arginine biosynthesis	53.0985619633308	52.3654455970265	28.6286191432974	26.8619090475732	30.9668893385346	32.2311873733719	34.8695902951594	32.5066679105977	44.2231800916894	33.9791884348485	34.2567430193633	34.1386031903623	45.4199476632997	49.1689596789456	25.8942990320856	32.4657136894234	38.682977937799	29.4026834180387	28.8033759803922	30.4499598509687	48.4079807012734	31.8954889393939	25.8653458695652	23.2392058505099	30.4950234503701	31.1952724193548	29.6616005115487	33.5113603378707	30.6173467554859	28.2886474147111	31.1158434392599	47.1380552840909	48.713286446281	136.592858929563	34.7040001512643	35.2942539100954	61.9220651561458	65.4587011953867	40.4755185562883	13.6300824409844	25.4323994641301	31.4217230254674	33.8938432390728	38.8680961243067	36.2086339437857	28.6383874171316	39.2062303819522	27.8243451679842	38.6241515749601	29.436025983363	37.0716242326203	27.4083405156798
Arrhythmogenic right ventricular cardiomyopathy	78.4793766292098	70.4642987490591	40.2357362585731	169.56084507637	149.675804057619	220.395256892438	195.773901442162	28.3160734890145	31.2087869722527	30.3615071639535	31.4183727680296	33.1549988254065	33.8927182596899	36.7762855615112	27.6098706798906	27.6053374264772	32.410151005712	26.4565991297381	38.8932378317373	28.3283088372093	66.7496132252737	96.2757285174419	104.089880824065	298.267522767664	148.118859458659	235.889550905419	100.36734295186	295.390453648178	146.33206819166	110.915509860263	130.5049491454	31.3895563092576	41.5956746934461	17.421037286082	94.4939031381873	60.1752743126044	226.411754462245	85.2181533285318	79.5123244011327	19.6492364599126	37.9370078917453	117.5292781651	85.5113065636052	92.7810313631176	94.0345296006067	63.9781682474184	98.9171338786355	29.22624054404	65.8727858459132	175.665843575011	108.409939339261	66.8339775807292
Ascorbate and aldarate metabolism	15.462579940815	14.055342565258	25.2559147370148	21.6849934028157	17.5079610050554	20.8490867825965	18.7563591746963	9.04455358403137	8.59641853661913	9.35503070967742	9.53361136485385	9.44091182876546	8.4966339223417	8.71149510133109	6.68256722580645	7.561499674909	9.02700807243916	7.96452547498095	8.65002542220114	8.32453254010224	14.115014470315	14.7721614784946	16.2706631837307	14.621956568635	22.9673126419287	14.4444615224526	17.1720613712304	15.6497354148698	17.6581017241379	6.30124083059268	4.19225520839281	30.9151830241935	21.2910905865103	47.7095132701305	15.5152859479812	14.0680011334878	6.55634320017352	12.9657236880116	17.9725341785058	6.50521472197469	11.7259574904669	15.2978658304736	15.0065983722313	14.6944791345084	20.8452004051738	10.5374100034937	12.5461645795355	9.61259964079788	18.3553803381437	16.7370700316256	13.7816414573055	3.9542961756317
Asthma	88.1459623669468	59.2971172043706	39.7655913617767	58.975419301578	73.7876535087494	38.4139427715954	36.7023420913569	8.77783152409983	5.06341895219772	7.71263272758621	5.07419006348811	3.77356951387088	4.18357392592593	5.01878491090886	8.89296593644354	13.4747312934389	5.71192595644283	5.15289157073038	46.7476513556457	16.788028728095	64.4274316986448	32.6770369252874	39.1786125487256	25.7557337692371	31.0205862659276	23.7596823273723	19.1074762849601	24.3846712914131	45.0055290725327	13.4249767117959	9.28267428822094	35.435961438992	38.8032657366771	8.05685743090287	181.688864244691	26.0881173614022	6.7639616516314	89.9992140499228	14.7026405913882	6.07255283768337	26.7879046061474	30.9237329212521	32.7641230314106	35.0831990364035	102.197370449775	187.054820285074	22.3429708574091	10.4539829801766	46.1386021566848	36.2583974599955	31.1613596409736	148.869355759007
Autoimmune thyroid disease	166.885833689515	133.032689394729	82.572576481223	106.4286367888	124.25040376573	84.9951793382708	94.8759043468297	18.3667887303651	14.32229504923	19.209045754902	14.5772566164083	15.1690886237653	15.1286939854757	16.1321041752314	19.1909315417147	25.3602605554284	16.4171206873065	18.7252288042304	55.2290010351788	31.484661032894	139.124741312657	104.589688970588	113.735478976982	66.0433115990454	102.951330996357	63.1094911151657	58.2487782994827	59.5617551420782	111.510426747803	38.2525777236187	28.0980424522818	84.3086599170437	84.659095311943	34.2390722766053	336.853094286132	68.9565698537537	19.2611604235582	132.24522589523	62.0470504632734	17.9952266596252	207.612053139134	86.2212767591434	113.004845134484	114.050008001248	188.846095696694	380.366232629716	63.4519885195356	24.8035845874775	303.232570569602	126.98052735999	104.323492086505	491.017432208385
Autophagy - animal	65.4353035959174	60.0175370963694	53.2269159177915	77.7056328663859	70.6716548324247	78.8005841798314	66.0727763908547	31.3553520815827	33.8687410683354	30.3254261071856	55.3678762279772	51.5891380469137	35.7867787879796	41.9049253157625	30.806666988611	36.1299064083506	33.3601935308331	28.2735668129096	48.5428030832453	37.0387949772586	63.8341137481069	77.4473580763473	76.2576537229888	57.669373107913	48.7305626577326	56.5079059000609	53.7707755406776	54.7180850165978	71.3484564897791	32.4702399316768	23.6273762883525	41.1619108722939	50.0220154055525	29.5985333640353	73.0948487497521	52.2607457399014	44.8006457793215	75.4448057064081	91.2212712608979	50.2046103665597	54.7934005429397	60.6721296661995	58.5584325985816	60.7308319735066	54.9982693184645	65.4850183231371	44.6990204215157	50.5009223023518	71.2306704134713	74.7562080439122	73.9825817118704	56.6782910803797
Autophagy - other	41.3182756840861	37.9540616226576	35.2932583538136	46.9207262923729	43.0656417595616	49.1530213906476	40.3695157386364	28.2600488207873	33.527864860515	28.573418296875	51.3768852245036	47.7633131226504	35.1174624074074	41.8996631912175	27.469460557598	33.796383670963	31.7790071260965	26.6364564247047	39.4570721262255	31.4439808435792	41.0752063314689	43.0424333463542	48.6134500951087	39.6092990759248	33.0117524125783	39.0468488477047	30.9958779214169	38.0633691544118	46.306333825431	25.6175301043926	20.3261586034292	29.1088161358173	38.17894625	17.6150211939408	45.5527792818709	35.5336229281768	34.9843521863539	48.6543294300373	54.5023193766192	17.7482639071133	51.5622956609425	42.1304833931738	39.4474473310292	43.3289459540782	33.5522364613527	38.4130007795578	32.1284138398342	54.3520948633756	48.74535258178	50.0121155678105	41.3593059264706	44.0803675782223
Axon guidance	37.5240775308585	33.0122231791377	23.8336931531011	65.1551452452738	60.3193697709939	80.587876210461	51.8156280455259	18.35985348552	22.6013453254256	18.9139139474359	34.8844006956401	33.8160325652731	25.9338433121693	29.5615491909392	19.6262948829994	18.2799746463847	20.231060436283	16.9534654739552	23.118119741435	16.833544800036	34.0792024994655	39.2303175961538	44.1181129264214	66.1139923402135	38.8052128795109	60.9584117225207	31.8714334508	67.2285901097922	46.0506009264873	21.6602824378442	17.2042763277983	17.7781446412722	23.7579644605395	11.7344823274054	42.1862250433011	23.2786948497359	18.2566532307424	47.9046599872888	34.3318323119626	7.80129647289175	21.1368072055261	40.6128770571273	30.5403246362317	32.3889216659137	33.4619876238255	35.3785709967469	28.396313055053	21.0415082848914	35.4437322133057	51.2854940795806	40.6396432498384	33.9812615357245
B cell receptor signaling pathway	50.7615003632811	58.6486725917513	23.6841512852061	52.8653984690835	51.4677473829924	48.4821710307123	44.0884399198332	18.93683121888	21.4422356853706	21.6507958592593	31.5727106431341	27.6463448695814	22.1785400361225	26.8037320083528	19.9034849929799	20.2212104967094	22.0818339861382	19.0960115417517	25.893282986565	20.3906215374755	48.6601265155882	48.427227654321	48.2586589908749	41.9198490394531	34.633632888992	39.3493146012928	31.6954045341215	36.4732353962281	72.619602443593	22.0980574794462	12.8102954168032	21.827120772792	27.6404379236813	17.9226302115729	61.3188566304881	30.5747571761817	17.335164130671	60.2814172505988	55.3172082588115	12.0626115213833	32.975271799787	37.8440355257858	56.1396412013806	42.7075702636146	47.5158322347468	86.9384584186834	31.2824012118179	24.314500792032	44.9515585715833	52.226183614137	47.6866434669572	94.532245286349
Bacterial invasion of epithelial cells	120.325761346175	107.462546895728	61.8703521496808	247.251266362811	214.055291167862	257.255827864943	137.429010138303	43.449448467389	50.0570832913439	43.5252940800866	61.1152855159642	58.6974597661361	53.9670360567581	62.1282181716796	46.4802455166794	46.477059025216	48.0781544301663	39.5609914827692	71.6040294015788	47.3056574849195	104.083433363232	118.255595551948	128.399496267645	171.45024967145	119.553480193585	151.244669658406	116.784632885274	166.689955440656	144.644999807434	47.0252775104939	28.9440657464659	49.6567631393606	65.7867663990555	33.2186162164172	154.324414280984	75.361407036665	31.6228241691805	125.922445828455	113.334295276899	31.6551449720169	65.4575563163354	99.1164046265082	87.6151061108784	94.5216731862965	101.394405096932	113.906241096629	90.7150119091228	58.3917683405483	98.3009396326042	164.9120020219	123.430030223835	133.218930848927
Basal cell carcinoma	29.5891952501	30.297069329115	15.6057250341673	47.2133857721281	35.8498814723999	48.8360739942113	24.4857914368172	8.14853683504341	8.78028938006676	8.73099825343915	13.9836680339236	14.6638421947726	10.4195430599647	10.2365127591904	8.02826443448491	9.24849731826323	8.75468620996937	7.57326008936383	9.49512866946779	8.69703275999653	26.3693413720585	26.0396310780423	29.6085948585231	23.3302082418457	18.6592425582397	21.4663045696955	17.2521688736363	21.3801604184704	30.3424988560482	16.3149012770719	7.8228353423936	13.276151796398	16.6065841125541	14.0520098230946	33.07378103306	15.0853416557046	15.3037169078667	32.6001706162047	32.4615040801053	6.84341565991406	23.3447109386886	22.2825958161657	24.5849892312194	25.0627989998316	17.9648708197224	16.5310998687754	16.7141986065286	15.3880085622268	27.9575527123364	27.4306825718436	25.4325500494865	12.7021147565676
Basal transcription factors	18.9617951944869	17.6237304990708	15.6965216933744	20.7944904646572	19.8520591638399	21.0916029581634	20.2510373996458	9.90283062280261	11.4762929857589	10.6562690325758	24.5345320052511	22.3464251478127	12.4728780984848	14.790274760899	10.0531521898396	12.4444261602405	11.6623079744817	9.44801058518253	13.8884180659537	10.7856236338798	18.8754298346303	21.8227264962121	25.3182850988142	19.410209405511	15.8283289177263	19.2615412514099	16.9019397634735	19.381822926187	24.4993881583072	9.09824259859988	7.11678421460177	10.6113843881119	14.7236233264463	7.95565521252602	19.2556324589856	15.1515569814164	12.6214848388531	23.4256244565807	26.0124253697598	7.54681727272727	22.4656668581179	20.0497927184075	17.9079380048178	18.2136282318544	17.61472671278	20.7390299245159	14.4073760894572	41.5929087862319	22.7984707027512	26.3948477569816	21.0440032593583	8.77030114032605
Base excision repair	26.1658802587853	22.7099390514171	26.2928487873652	27.5684814830508	26.9169726077001	27.7411268444941	27.7720353807556	12.5735535120542	13.4038500263363	13.1336965780303	31.4368565712176	29.8593355878332	15.2049345252525	16.6206894271713	11.9282571016043	13.9252353634595	13.9669225494418	11.8124572127774	18.190727975713	13.5680347975658	26.964311368058	31.3291556060606	36.302709743083	24.9379495177913	23.8459702979693	23.2476977543424	26.5063057895321	23.0721320892076	33.9457526802508	12.0096762822915	9.3352277519107	16.0468405725524	21.6457183057851	14.7324987925052	27.7182771651114	22.1109666034656	15.9569181304179	33.408314087517	34.8641531547339	11.4424225276243	25.4326229864943	28.3464415304642	25.6105036747661	26.0787803363878	27.7642267665788	34.3868134148343	20.3540186592584	34.1446773149978	31.4897802186337	35.4538136527035	29.1274665254011	13.86097795964
Bile secretion	24.946314222453	22.1691636680512	44.3228672153875	36.9956664906684	26.2271031028845	22.1231478555749	19.3228995301328	23.4055463275188	26.3831819761778	25.8745295625468	30.5184771143471	30.5612942270001	27.5725323104453	31.6996214560795	20.8359618739811	26.3729339811131	25.367974426572	22.4204786463771	20.1656744695968	24.8123178049978	20.6885715627596	21.0198642041199	20.184299604299	15.7946984210667	25.9536451382797	23.0235046190091	16.7782045624565	23.0413059824951	21.392662719876	12.4500859816228	11.3568488197276	25.9181219252377	31.6746695914198	55.296298980187	30.614951155964	21.5478105388292	18.2144633396061	35.0984461395271	21.5602903539617	14.287646580483	26.5508984585562	15.8240919105108	20.308993985571	20.9967947797514	29.4739248803127	11.029592446761	18.7172084145432	12.5148341510612	27.61760854064	21.076725259602	22.9811242068738	16.728394176613
Biosynthesis of amino acids	74.3664059429799	71.2670743830949	73.1203236600882	104.831584191433	85.5611328485995	90.2087654530857	88.0179709322185	64.9107616256717	82.7737545693456	69.4493246105023	101.196333893972	105.70853352817	93.3137087011669	102.567449257015	58.1029349766318	69.8931099690848	75.3161737207402	62.2840742508899	69.0360908716089	68.8200613137211	67.0074037055594	79.0959076426941	64.6234408159619	66.7986153898715	66.4678282297595	76.6875717104592	103.904990141672	83.4892247539863	71.9293841709967	72.4876933423469	68.0667894959995	97.6965003714436	114.357942366127	137.352463099969	72.8372446602558	76.4456011746008	217.778656426634	88.7843379302801	75.5484921030591	28.3661750976311	63.5246899063416	65.8095570421646	70.2523944534226	76.3919253017696	86.5521072788035	61.9843337718214	59.7629440954529	65.488799132751	75.6435016474405	66.7047519804817	88.1420246365834	108.520824584179
Biosynthesis of cofactors	25.031800301807	24.7329656151251	33.0039742603301	30.0382488592556	28.2504656374988	28.5731632479215	27.4433242016807	14.3190369237714	16.0459507189542	14.4736774359477	21.8241540508719	21.1115044552558	16.8433827826192	19.0145072738538	13.531841684224	15.3436357228962	15.4986402141956	12.7877678861098	16.6313423080866	14.5076486942391	24.2765874111798	25.195310462963	27.7639496959363	22.9205220358151	23.4552694028955	22.1290043378907	23.6542853772541	22.6006075330001	28.2841219066937	13.3169015248182	10.8254679686506	22.7515810017597	25.1775874628639	49.2223212745098	25.9035857503355	20.4550213501607	17.9221736276108	27.2458111019413	27.9130914240238	12.7186006510671	23.329940226148	28.1877161050851	21.9791067957792	22.0503474306964	23.1334336803385	21.8649296184611	20.5049576041817	20.4164891258565	29.6040377369759	26.8922295796489	25.1586879973087	22.5314238257677
Biosynthesis of nucleotide sugars	30.2909356972519	34.1687931373452	25.5059079743472	33.4721975904718	31.916774160952	30.9933162494622	28.155447985258	13.0500847080782	17.4822758531493	13.728779354955	27.5331463050054	27.0062880349522	20.4659595385385	22.46189830001	12.4716188351881	16.2799441728888	15.4270895068753	11.9255547776123	12.905389682035	13.6395091699897	27.8097536365548	29.1315916103604	28.1779607520564	24.8632302031865	30.1681565541951	24.6507584159345	33.6813410793204	25.4716952575035	28.5033917148183	18.9904460854781	15.106652878498	23.2829432198545	25.7147493611794	24.9822366092428	30.5089351642205	29.1625214304913	30.9613778807903	28.3346723812021	28.4555382831536	13.1184594788711	29.2086589439599	28.4161000881733	24.2405893639723	25.0428406993333	27.6834252878966	29.0330434003317	24.9933977714324	31.2697410288549	28.8078457977715	26.6390259335806	31.208928317965	29.4895617690418
Biosynthesis of unsaturated fatty acids	66.9897968731196	66.3012202075841	52.936738603892	27.9504924992153	35.7498983830846	24.1971106458702	24.4461076960077	45.2031514446491	39.4942927817517	33.8330833197531	39.1395098342024	40.2868042341966	37.7538876145405	42.3924204392124	44.8631958198983	47.7085702435509	34.4934614411956	33.4204965966754	107.988690379448	54.6948106921676	47.430428335495	31.8642448302469	28.5981973590982	21.5296761371873	21.4855594966365	20.8267219851117	40.3498169761129	20.6292082260514	25.1641453384419	14.2649069679441	9.71223175352343	16.9101770049858	19.457356026936	47.2485227056828	30.6438288465784	26.5645932166974	12.3681304717921	39.7215298490879	28.7957686432547	8.76557578575813	26.1259552266004	30.3371574730759	45.780389908972	39.3775993255723	22.3723046895688	19.138637538441	18.062624034944	31.2518021434962	29.0009751987221	27.8735712926652	33.3499689019608	13.1081330944145
Biotin metabolism	7.02015428104575	5.78362387279955	8.78351398870057	6.13860806497175	6.52096401741294	6.58387631934395	6.94359134199134	2.86310939226519	3.13890835479256	3.63844196666667	8.06418465703971	7.73011270676692	3.42319772839506	3.93815458488228	3.24518092810458	3.85268451361868	4.16060870175439	3.18979307086614	4.40414869281046	3.49750209471767	7.3365118612192	6.60931555555556	7.49114144927536	5.65183598249801	6.47413343771747	6.05659284532672	7.31375640065147	6.35719660724896	7.2850516091954	3.51331727404194	3.0068704719764	6.22376092948718	11.0509163636364	8.13784215012723	6.19856120309051	7.35422454880295	5.19670728198859	6.78799866666667	7.54173761658031	4.46035926335175	9.62785642172524	8.84167949172577	5.68381743471582	5.58319185676393	7.2802631884058	7.08671537906137	6.73377714168714	14.1062977697262	11.0418381042885	6.8046760130719	6.34487343137255	1.69422809464508
Bladder cancer	62.3110393376375	70.4491009203474	25.0744962662257	59.9179183763952	51.8905198825992	52.5842174882637	48.883183335445	16.8678998558146	17.792567338009	17.9236682235772	20.135822878401	20.3560535760132	18.4360738663053	19.7303592682927	14.5210708637016	15.5613632798709	19.7609503465982	15.1341338352218	16.7577567312291	15.0890933173397	54.3545160225871	58.2236971036585	53.3373320148462	39.9377956056814	39.2569259972504	40.454947255341	50.7804834762056	37.2095988091822	59.8680874432296	28.0805645764774	16.1647928960717	23.4075229197936	31.5274741241685	20.2268588959225	80.9913979147149	39.9929518582401	23.8309080499732	57.6768956552603	50.4634503829142	16.4725687036787	28.6244272212265	47.6270080669434	63.7342963081188	68.2990473513618	41.4543711865206	41.7498072677644	36.7884183795769	25.3642154141628	57.9327517019683	58.4353611621234	56.7367882281205	57.9074369686845
