Adipose Subcutaneous	Adipose Visceral Omentum	Adrenal Gland	Artery Aorta	Artery Coronary	Artery Tibial	Bladder	Brain Amygdala	Brain Anterior cingulate cortex BA24	Brain Caudate basal ganglia	Brain Cerebellar Hemisphere	Brain Cerebellum	Brain Cortex	Brain Frontal Cortex BA9	Brain Hippocampus	Brain Hypothalamus	Brain Nucleus accumbens basal ganglia	Brain Putamen basal ganglia	Brain Spinal cord cervical c-1	Brain Substantia nigra	Breast Mammary Tissue	Cells Cultured fibroblasts	Cells EBV-transformed lymphocytes	Cervix Ectocervix	Cervix Endocervix	Colon Sigmoid	Colon Transverse	Esophagus Gastroesophageal Junction	Esophagus Mucosa	Esophagus Muscularis	Fallopian Tube	Heart Atrial Appendage	Heart Left Ventricle	Kidney Cortex	Kidney Medulla	Liver	Lung	Minor Salivary Gland	Muscle Skeletal	Nerve Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin Not Sun Exposed Suprapubic	Skin Sun Exposed Lower leg	Small Intestine Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
Autoimmune thyroid disease	0.0165406625995313	0.0393920276471053	0.0169215547073803	0.0222377240669804	0.0264611720533379	0.0110818057663237	0.0174497905638324	0.00297796175722443	0.00228833847003927	0.00420538148819621	0.00140250988516835	0.00173677333318928	0.00271667701352734	0.0027429809149219	0.00276031629391689	0.00384925161605492	0.00252529110553016	0.00281581916800042	0.00865635599021928	0.00427845386907546	0.0165910116242622	0.0133681874334861	0.0651054662235107	0.0234241422931764	0.0172188717521653	0.0124855756118962	0.0222191996196416	0.0106644902753225	0.0156405010335713	0.0098895873276683	0.0263722933325714	0.00803967887100034	0.00358213812131359	0.0106282098976317	0.00643095504614051	0.00932776968735293	0.0672766679682377	0.0104927618277746	0.00149662062704962	0.014560946150993	0.0198306877139141	0.00227931742942267	0.0154850982049715	0.0180836067812903	0.0111385786791145	0.00768674900256383	0.0666985493072296	0.135779433766499	0.0130693259845479	0.0229954499512547	0.024778699871566	0.0160918156110604	0.0204070562672153	0.0678197083950283
Autophagy - animal	0.032817972544866	0.0337090035421668	0.0129724688041294	0.025094422896417	0.0299092801428696	0.0295451008956373	0.0190624277020513	0.00727736130587993	0.00886836917186775	0.00696512266521308	0.032530979876023	0.0241718327475843	0.00784510102348125	0.0107272125914314	0.00664314104275075	0.00917082995604558	0.00744987372179225	0.00627578694669799	0.00659517961227321	0.007092333507182	0.0281595141358316	0.0171891644493126	0.0414876706757469	0.0365292247549633	0.0383382939249041	0.0190065303518234	0.0153696948747785	0.0184759517039256	0.0130336110783748	0.017050845673964	0.0300468489520741	0.00877066792093793	0.00564156370419735	0.00939448808448621	0.00978521935032673	0.00825925382869054	0.0234630966616132	0.00978693609519323	0.00719121660593226	0.0341808342190076	0.0233711860762483	0.00709234705592281	0.0131141442060482	0.0204007945775845	0.0145983766123135	0.0152860250930822	0.0159078019143462	0.0261417591996963	0.012372649048138	0.014706386589342	0.0225764758473878	0.032166801105131	0.0291067407387112	0.0372740841936042
Axon guidance	0.0286181885969438	0.0274696480919664	0.0103280979714881	0.0283929483478083	0.0264812590978992	0.0276595352188888	0.024332048901683	0.00658383599531908	0.00546784365671722	0.00834098733824185	0.00723345820080663	0.00769146816362845	0.0062469313572299	0.00612846222515471	0.00656651839618037	0.00771751637851674	0.00678581879728381	0.0070045829232906	0.0150205132620197	0.008457152421032	0.02909657792848	0.020208676094134	0.0340741297643568	0.020483112165728	0.0275456455826271	0.0258694917641396	0.019154427113611	0.0226454942810202	0.0106362832407348	0.0228772691261881	0.0260954835429791	0.0105214039561612	0.00548033481011359	0.0084115770315213	0.0115281182823231	0.00750691000013072	0.031181448615221	0.0165617744437949	0.0162076235359552	0.0338549711202461	0.0222852367541665	0.0050312262540979	0.0149470017105494	0.0193383148848382	0.0196239662761727	0.0203004516032508	0.0296581513168964	0.0392171546992245	0.016004182497334	0.0307304048135961	0.0265694656216951	0.0268737801809087	0.0202479330645739	0.0367051625811313
B cell receptor signaling pathway	0.0225507782501684	0.0225608214384082	0.0128643027359032	0.0186887747986392	0.019849709111998	0.017425569059502	0.0204113718580365	0.00425561027659875	0.00384477322172136	0.00504727860345011	0.00897816394069311	0.00936911552270279	0.00488447980465088	0.00472278027212813	0.004615046030059	0.00548111783296186	0.00414889923125832	0.00427655854958396	0.0105091980321825	0.00635126207133249	0.0214929773107456	0.0120616437337703	0.109206830800408	0.0183339569107246	0.019830127813886	0.0162417198408266	0.0164446773218735	0.0158788511664306	0.0138984547775079	0.0159266191147471	0.0213473993111959	0.00736853094162662	0.00400829604417643	0.00885879348265139	0.0111271207846044	0.00828532785550328	0.0401874027650189	0.0192643865216369	0.00905878701201905	0.025844891610111	0.0169310873023427	0.00554682931629146	0.0124424973243402	0.018777834113154	0.0191032939104264	0.019317745865529	0.0384670008381104	0.0765150923581768	0.0135246862895892	0.0149856976870043	0.0226290670158115	0.0197141169274059	0.0187640809929013	0.0777785642974736
Bacterial invasion of epithelial cells	0.0241520051059765	0.0210262033810318	0.00959022907322877	0.0270010236022514	0.0278048113917327	0.0472387245670198	0.0206103570298847	0.00970047705096211	0.0109667806620381	0.0106105021559389	0.0226698380098927	0.0211050052932224	0.0102630744443606	0.0125165597567131	0.00868845226893557	0.012778747965413	0.0112138949837871	0.00824450384191149	0.0132625613092939	0.00977808271423365	0.0193971668703166	0.0259243333605519	0.0571299811231274	0.0172295614618552	0.023125118353745	0.0199178161793482	0.0159258857640803	0.0234652249679752	0.0141198486290393	0.0229520133492552	0.0265056307165244	0.00735633939717295	0.00429471762332735	0.00744515074189264	0.0103299804496088	0.0032231495326415	0.0295176067766758	0.0108838587589789	0.00431396585034021	0.0267873451474253	0.0146250139513168	0.00355786652427818	0.00980254235742347	0.0137484867629445	0.0132620117294826	0.0141677982747429	0.0208562295677165	0.0292356896426991	0.0135553315899753	0.0535286780435347	0.0167255491379773	0.0284834421880621	0.0190754995257341	0.0403093310424021
Basal cell carcinoma	0.0382555768175845	0.039682769915381	0.00875999696588483	0.0737649153941846	0.0437175679851308	0.0648170982973	0.0223171140410079	0.00553155706085338	0.00521254085931196	0.0068352252802138	0.00193297314113547	0.00243381054026816	0.00544024039311667	0.00613914082442164	0.00515727763490139	0.00656252259839697	0.00553229674616942	0.00601558510652704	0.00675112968801719	0.00722079644455896	0.028339462722934	0.043361831808694	0.0222690374132379	0.0199901106037113	0.0197733343369761	0.0127561901614951	0.0130091846553276	0.014104844614516	0.0185927984244994	0.013624680974186	0.0282108668768426	0.0100925787352818	0.00859056695293322	0.0200089664752383	0.0181046790315536	0.012187755675398	0.0328535750741401	0.0115928625067402	0.0299731015360721	0.0261590247503675	0.0295557746469785	0.00457748453945002	0.0132167366497711	0.0131632264354621	0.0252544956364309	0.0249579625998439	0.0143480438694491	0.00829451830847393	0.0148007711312861	0.00836060037072826	0.0200867115605896	0.0225269588741031	0.0233755974897107	0.0118055288232119
Bile secretion	0.00642368380047897	0.0117000982448546	0.306063670993976	0.00290911603172827	0.00615939017468442	0.00238177913402168	0.00872832997633843	0.0150533780089895	0.0150484339488155	0.0209521030068265	0.0107262231139375	0.0109377470529422	0.0167618543453134	0.017297164429651	0.0210981845901446	0.0219594038484484	0.0138711933869264	0.0214796762916074	0.0310392946726246	0.0265802978003635	0.0190186650920125	0.00015496929820208	0.00284175337402571	0.0110787072238553	0.0220018667676702	0.00717842390505698	0.0199653005480313	0.00799949585819802	0.0050562204852641	0.00684062271196392	0.0265765803194876	0.0010174770664001	0.0032107793694526	0.016187634540275	0.0205692349274215	0.0176601848831987	0.00766517275493379	0.00356349234051185	0.00049448723169668	0.0247329852245197	0.00893157199954133	0.00178048561900967	0.0037565093907123	0.0152347765868637	0.00275128805738179	0.00254368147775857	0.0714120371398697	0.0102719182286393	0.00454149886663223	0.00494630257488899	0.0120934187491546	0.035846503030085	0.0113245680502666	0.00358036345434566
Bladder cancer	0.0293023545285557	0.0464209905241787	0.0124283404804105	0.0595869605689944	0.0385014755087047	0.0588880022084622	0.0244615282423842	0.00320036248104969	0.00301287099282448	0.00332330860955156	0.00174305167553696	0.00229083250813523	0.00383529122974316	0.00322799850931771	0.00317326224511858	0.00396332880718394	0.00336162213752474	0.00292661804370115	0.00620399699708802	0.00511468496150322	0.0242704912392398	0.061759449324975	0.0313835187293501	0.0223366576346113	0.0124170232738007	0.0177053701973347	0.0164275245999371	0.0171802022812998	0.0254663826497777	0.0167053272119214	0.0367723335678571	0.0117588132624141	0.0090045188512569	0.00983012207230587	0.0133113340854659	0.0112013176235092	0.034183165512715	0.011741036282653	0.0185881030911717	0.0252356038185203	0.03693606310873	0.00692570320568069	0.0186518460897776	0.0158636893176367	0.0337772738220887	0.0288959446068563	0.0184208044227622	0.00599817913581829	0.0155284008029325	0.0104363231542136	0.0166642010588733	0.016880323373166	0.0269457776629299	0.00583029366844867
Breast cancer	0.0364430420600116	0.0376915144576429	0.0101641542452997	0.0575414178949288	0.0391148053710437	0.0530597658300791	0.021232218594689	0.00611349180919556	0.00643115029683055	0.0068785244085469	0.0121323087194313	0.00967981794270688	0.0062418606032382	0.00766849808009156	0.00565256543751784	0.00743195838427984	0.00617148907137703	0.00610231905325069	0.00669914632943586	0.0071779754654333	0.0282794798605666	0.0346376093555668	0.0286752485007409	0.0255031486541287	0.0259616541996188	0.0148396368916045	0.0137960213951446	0.0155618803109858	0.0167397359757912	0.014766735874112	0.0288228609019198	0.00965194179716717	0.00760756587002126	0.0164708070116543	0.015331525804478	0.0108782550598289	0.0297234156032978	0.0109908870362245	0.0223791398926921	0.0288329612399142	0.0274942451234018	0.00541577204494095	0.0131825391685301	0.0155757491495029	0.0217024559617251	0.0217339834309233	0.0148679632177481	0.0142435986055481	0.0139913971035701	0.0104758624435995	0.0209166329895224	0.0257402396177791	0.0252859785727109	0.0202950472800093
C-type lectin receptor signaling pathway	0.0238179467959653	0.0307343454355092	0.0153676042102579	0.0226709546430139	0.0225972638030331	0.018606364312766	0.021584581823574	0.00490311939531284	0.00462697183327937	0.0057391744345136	0.00825791249152757	0.00821537859583803	0.00576189899968546	0.00613107776205289	0.00509571321117602	0.00655109189571889	0.0053922333553208	0.00498315061938499	0.01041484932432	0.00676665354420173	0.0224934251019904	0.0227570888430021	0.0561738980930221	0.0204346661379502	0.020184236113354	0.0187668103396444	0.0202424100530504	0.0171209288439561	0.0189281377705823	0.0167750101960124	0.024787265644614	0.00894705204014353	0.0047903895649012	0.0106676619662599	0.0119660306143263	0.0102951175811396	0.043804277759435	0.0175648532013698	0.00940368061879627	0.0249097264859153	0.019008579367633	0.00609061091532296	0.0148413968551988	0.0205797358748929	0.0239950951386382	0.0236593592323548	0.0325212699605589	0.0559767752421783	0.0145343229773032	0.0159118979000793	0.0219860248971856	0.0211197444835456	0.0217880268321894	0.0687562068670021
Cadherin signaling	0.0263271879483778	0.0264623362116761	0.0188033572339454	0.0241050334327635	0.0225028318318555	0.0243618561926199	0.0254284103557698	0.00465343611012785	0.00483314743615002	0.00529672224212777	0.0133901030346497	0.0146052607928533	0.00659735168061745	0.00644065567980807	0.00510395845817038	0.00545793503887383	0.00488728040019728	0.0048177718389139	0.00882393111318316	0.00602546265746447	0.025215422483444	0.0213589971990119	0.0429541858249121	0.0260267460989165	0.0261643834612618	0.0199703329925951	0.0180707949780239	0.0212484910497029	0.0205582983155743	0.0210102751494568	0.0288486273246777	0.00929866210369941	0.00541948071190168	0.0108276053054214	0.0143576115031916	0.0116515207841125	0.0398325194278304	0.0185102815483467	0.0101448858283423	0.0320663514155078	0.0269576944921141	0.00703698163074306	0.0152707246823595	0.0235768811527094	0.0269807055866231	0.0270024490249699	0.0235869503552654	0.0353567441278722	0.0159264028721737	0.0130682770337806	0.0263955296675282	0.0276060683847046	0.0265764231694406	0.0221986646236396
Calcium signaling pathway	0.0272337436303644	0.0279210892027127	0.00931580877428041	0.0251700014274302	0.0249017398648826	0.0255266618747269	0.0255779807299177	0.00443105703005559	0.0032629950729047	0.00789077567146658	0.00744304611941591	0.00769448859176167	0.00407630013773745	0.00394945740773074	0.00502136062790552	0.0053023537577714	0.00533444041237607	0.00637801053859592	0.0101311546034087	0.00622560573740112	0.0314052682846916	0.0149554890371656	0.0375635315256018	0.0196699291506039	0.027742380132698	0.0272583504811388	0.0213629208426763	0.0225497611241223	0.0108505785270864	0.0231761462031438	0.0256719421740439	0.0111401237022288	0.00475877432886367	0.00807538121802585	0.011266630798499	0.00790084925287677	0.0273827367219382	0.0199956810728363	0.0222659818020857	0.0348245453924821	0.0224167600205087	0.0060954115004929	0.0130758316361162	0.0202075199658158	0.0241212368908313	0.0244432011160495	0.0364151055913632	0.0427703828363313	0.018910541955838	0.0398232925232275	0.0295511881374753	0.0266545577239048	0.0201253829996565	0.0227845141167343
Cell adhesion molecules	0.0297842450323118	0.0277462517632919	0.0071169741722443	0.014143052204302	0.0226696828951091	0.00988803269303289	0.0145524058500035	0.00373837762806563	0.0026705465053055	0.00374648422723614	0.00268461999009738	0.0026551591193681	0.00269259574636492	0.00292581089181643	0.0038762569135166	0.00511159695586372	0.00294174332828762	0.00278813356436159	0.0125721092534041	0.00688892361484749	0.0200128163766045	0.00107013305351219	0.04428688157194	0.0126546549921452	0.01103657512051	0.00946027237539269	0.0150856481611723	0.0094700087211451	0.00918473178865642	0.00937676677531739	0.0153582622385712	0.0054992934250653	0.00404148972009861	0.00855849667173824	0.00629427121757528	0.00479642903587046	0.0713600627265921	0.0101195001203766	0.00251240700516728	0.0154729799041756	0.0043906127676913	0.00223885998381258	0.00589453327255579	0.0109924833455425	0.0073616661137995	0.00712766233905527	0.0537758156100088	0.112298125387869	0.00875914660871249	0.00967961463103332	0.0205641782331452	0.0109603919156132	0.0122056364691215	0.266906589971582
Cell cycle	0.0329005843519248	0.0334048130700969	0.010039427708555	0.0700000501798803	0.0427575174489605	0.055344248868217	0.0227310817071129	0.00486654743041571	0.00439643545737303	0.00563539826797929	0.0017524050808267	0.00230343727945464	0.00470000352297776	0.00490585041863318	0.004413640661253	0.00579068306003413	0.00466762551307998	0.00493441502631879	0.00669178367210256	0.00652306236894022	0.0237100201238394	0.042725584408586	0.0306003461724773	0.0237625127557493	0.0251888111006199	0.0142518224308518	0.013147168301188	0.0148605963322966	0.0199599077642416	0.0138151159759983	0.0252668879904947	0.010179495853889	0.00723163135586438	0.0176275733122873	0.0179861602455896	0.00931596544464388	0.0356822277179783	0.0111112607063108	0.020706972986387	0.0227554968439113	0.0235384455553159	0.00412098234469895	0.0125405911500776	0.015447343508955	0.0212688560449154	0.0219110088552248	0.0167317082922255	0.0223072268599348	0.0128784305406757	0.00765922886150892	0.0183017640364677	0.0253814132206793	0.025402436317415	0.0438659954945645
Cellular senescence	0.030257900175895	0.0312017074019565	0.0109509643097237	0.0441361194444139	0.0330146115479098	0.0389405151195255	0.0237759867202896	0.00483483116490635	0.00451318742261944	0.00621960144114181	0.00901254515657158	0.00816362997989241	0.00489853948589716	0.00534256747728147	0.00477848980176824	0.00584937062012481	0.00508275590399215	0.00531818894766184	0.00762537281208076	0.00621797196186074	0.026579639789951	0.0291351169712958	0.042487696978088	0.0252111529329441	0.0285453366811307	0.0197188966523698	0.0168369294783624	0.0183173904154362	0.0166249405606767	0.0178428476625103	0.0265838891557039	0.0101833746592714	0.00601326623064543	0.0127007632107324	0.0143649718875466	0.00852844652800495	0.0312946497673036	0.0146364806487651	0.0177814329517718	0.0284980077116261	0.0235329224654161	0.00556173169556125	0.012410848212826	0.0185225232299156	0.0216417989143839	0.022333256629747	0.0231088586425122	0.0294036116104354	0.0148761371590448	0.0182663057929965	0.0229772851455392	0.0272059732936712	0.0246154566828885	0.0335232027554135
Central carbon metabolism in cancer	0.032817972544866	0.0337090035421668	0.0129724688041294	0.025094422896417	0.0299092801428696	0.0295451008956373	0.0190624277020513	0.00727736130587993	0.00886836917186775	0.00696512266521308	0.032530979876023	0.0241718327475843	0.00784510102348125	0.0107272125914314	0.00664314104275075	0.00917082995604558	0.00744987372179225	0.00627578694669799	0.00659517961227321	0.007092333507182	0.0281595141358316	0.0171891644493126	0.0414876706757469	0.0365292247549633	0.0383382939249041	0.0190065303518234	0.0153696948747785	0.0184759517039256	0.0130336110783748	0.017050845673964	0.0300468489520741	0.00877066792093793	0.00564156370419735	0.00939448808448621	0.00978521935032673	0.00825925382869054	0.0234630966616132	0.00978693609519323	0.00719121660593226	0.0341808342190076	0.0233711860762483	0.00709234705592281	0.0131141442060482	0.0204007945775845	0.0145983766123135	0.0152860250930822	0.0159078019143462	0.0261417591996963	0.012372649048138	0.014706386589342	0.0225764758473878	0.032166801105131	0.0291067407387112	0.0372740841936042
Chagas disease	0.028158294934387	0.035589735977685	0.0210365503089493	0.0304039793094261	0.0294747397997063	0.0195979461968293	0.0217611188444429	0.00527919028450859	0.00449391103543959	0.00561776162476981	0.00550076665966084	0.00576520281077349	0.00495753066420761	0.00527118763994041	0.00506701776621955	0.00614259772125537	0.00492434463436491	0.0046800769331816	0.0136132335964995	0.00772086837969115	0.0223521143674336	0.0202215579116285	0.0370195821370289	0.0213898899237905	0.0217822997907846	0.0173816365398527	0.0186612685297224	0.0175038221089934	0.0156452679581725	0.0171695935418008	0.0254316794229373	0.0095919513777107	0.00507635350783312	0.0103617900121964	0.0104997237648754	0.00990830817076387	0.0508669017421448	0.0148234263163424	0.00519248228554579	0.0265584906971472	0.0202273738128404	0.00469880070620963	0.0145994628131545	0.0188556374686095	0.0161108888955405	0.0160055788634126	0.0285292275958161	0.100602816264615	0.0133493961265113	0.0105225069999308	0.0208889033274469	0.0216904630839616	0.0212321276573309	0.0501926211559769
Chemical carcinogenesis - reactive oxygen species	0.0219001787421898	0.0273355769444749	0.0145480937267657	0.0195372620949921	0.0197526760660768	0.0174961372302836	0.0202588783023296	0.00440134725737524	0.00445629793077763	0.00505689965171997	0.0096799078435687	0.0091317994352258	0.00480484234250073	0.00548365869619027	0.004447920630969	0.00522478991807222	0.00458820893903396	0.00431453869131404	0.00867379016269725	0.00614879779956383	0.0189154525940651	0.0217569985443784	0.0567831109637411	0.0203645514666963	0.0188237097154513	0.0150035660423404	0.0153987248562469	0.014700884169393	0.0176973955734992	0.0145635897373016	0.0209736430557876	0.00789795391011913	0.00463472173181633	0.0128394773971046	0.0128576812644327	0.0113348417258379	0.0414366484376696	0.0162905188586853	0.0235244485828487	0.0219193681099862	0.0224454823844767	0.0055815642432997	0.0108502361431322	0.016713005418043	0.0185572348448243	0.0198741416478618	0.0216068817238738	0.0740317959702066	0.0124025352138554	0.00884749444232739	0.019764503505391	0.0185215729056538	0.0207953393729407	0.125049323040591
Chemical carcinogenesis - receptor activation	0.0286025834499994	0.0276065482631432	0.0136435285278074	0.0291785510042716	0.0263786330898924	0.0289388582470747	0.0249302290020076	0.00699704721147613	0.00644309354644103	0.00656287597385048	0.00861390555112713	0.00917985769856866	0.00739012916480275	0.00727038276909025	0.00658973913139349	0.00817292465459517	0.00657311790463002	0.0058249986117333	0.0156220002142044	0.00866665871625703	0.0242182823344904	0.0296919866288699	0.05804671642205	0.025715463701583	0.02879002287912	0.0224226761450367	0.0175294522701613	0.0214507152769049	0.0159838925837482	0.0211654813008013	0.0279191965495653	0.00948909209593155	0.00608115647880683	0.00978067033811941	0.0131644673893522	0.00720465426114875	0.0362830837567437	0.0145186226836349	0.00735841924841627	0.0296527305107256	0.0239663023480905	0.00509443026961561	0.0143388492103422	0.0200498511481053	0.0177372994594101	0.0192211475475135	0.0194865576458994	0.0296658871229477	0.0127476995558993	0.0115390558624925	0.0224314361885837	0.028066940967818	0.0236182071421795	0.0423838899435266
Chemokine signaling pathway	0.0211504277394473	0.0211553710255331	0.0135162873060025	0.0199489311078945	0.0194735200106621	0.0182110770804203	0.0189524732088797	0.00503541794225635	0.00489524710149435	0.00494521322447916	0.0100530197955295	0.0102162579322607	0.00584013819600761	0.00610634296893225	0.00508232443747757	0.00618441616310383	0.0046578706331953	0.00448879398071692	0.0109642051819094	0.00661058725968002	0.0185666986948072	0.0232627084026632	0.105033207748057	0.0180290382909699	0.0182841893816658	0.0151484558567028	0.0143759708448519	0.0151555902626478	0.0138857719109264	0.01510555804231	0.0205538732323639	0.00704677362564987	0.00435676427205261	0.00922881480938104	0.010889618423865	0.00845705607410262	0.038622630754648	0.0148195189566345	0.00609821407715524	0.0222764755414742	0.0172175332736177	0.00496995984955598	0.0124089316018875	0.0168469912669072	0.0157169098918752	0.016066363406052	0.0260426130567794	0.0654563804931697	0.0117214246490894	0.00933669280673845	0.0199154363536577	0.0186216826207646	0.0180732806970547	0.130920948534039
Cholesterol metabolism	0.094147105222674	0.0885622481183489	0.0440195245948478	0.0233062752409289	0.0278704596580679	0.0152426012603831	0.0104893528292055	0.0168808842207183	0.011613261636173	0.0222039553223728	0.0138696849518951	0.0167760840809899	0.0103300465784027	0.0102192383682586	0.0105104715223559	0.0152434942022101	0.0229725351699271	0.0195379726199978	0.00952322212496519	0.0235541083945198	0.0722087201209079	0.0264479991708225	0.00013813913160465	0.0143305139737862	0.0142407819094079	0.0102622422569282	0.00955009639387366	0.0116974882417295	0.00430758858314511	0.0104759684282273	0.0129249477834378	0.0150717215168492	0.0195751668634276	0.0099589180188714	0.00543419630627591	0.0430342855430356	0.020492095404702	0.00650236377406142	0.00788186551574123	0.0192648530668624	0.0247672472695515	0.00176187823208235	0.00553414879459935	0.00616958230171707	0.0110093131476038	0.0116911813719126	0.00978351277822776	0.0283330333412854	0.00618860852197973	0.00489658442587417	0.0183741095093913	0.0136232940468491	0.0133574519930195	0.00383757614496649
Choline metabolism in cancer	0.0160661548258579	0.0216834153480964	0.0172975277604756	0.0129684538076992	0.0202868423111325	0.0123222891276951	0.0428509573009164	0.00412951195528107	0.0031500070112458	0.00372591556661228	0.00267183701966098	0.00275092275227986	0.00388878953690011	0.00413541351358102	0.00464876572476293	0.00566894109687086	0.00271334090741415	0.00276489130640926	0.0130306679130466	0.00640312533248517	0.0124790071962014	0.00657118093771059	0.0633225261212458	0.0204153734087775	0.0200174859096029	0.0283943990979372	0.0191626588804552	0.010156208975532	0.0147337889636463	0.00801495909647494	0.0293444171157865	0.00884786944886905	0.00235971765560466	0.0116309810535353	0.0228033965491549	0.00321550977774352	0.033809332037323	0.0156090475921535	0.0011741500917565	0.0143188263329964	0.010945016194689	0.00362479812631103	0.00769337698587725	0.0189945459737162	0.0154788714317035	0.0158361520654807	0.0315620589910848	0.0792114531461869	0.0116886286281276	0.00753671230981248	0.0112576481623934	0.0209240508417247	0.0240562702453349	0.191651810536627
