K00887	00550
K00888	00562 01100 04011 04070
K00889	00562 01100 04011 04070 04072 04139 04144 04510 04666 04810 05135 05231
K00891	00400 01100 01110 01230
K00892	00230 01100 01232
K00893	00230 00240 01100 01232
K00894	00564 01100
K00895	00010 00030 00051 01100 01110 01120
K00898	05415
K00899	00270 01100
K00900	00051 01100
K00901	00561 00564 01100 01110 04070 04072 04361 05231
K00902	00510 01100
K00904	00230 01100 01232
K00907	04020 04022 04270 04371 04510 04611 04810 04921 04971
K00908	05034
K00909	04062 04144 04744
K00910	04062 04144 04340 04724 04740 04745 05032
K00911	00562 01100 04020 04070
K00912	00540 01100
K00913	00562 01100 04070
K00914	00562 01100 04070 04136 04138 04140 04145 04371 05010 05014 05016 05017 05022 05131 05132 05152 05167
K00915	00562 01100 04070 04138
K00917	00052 01100
K00918	00010 00030 00680 01100 01110 01120 01200 01230
K00919	00900 01100 01110
K00920	00562 01100 04070 04810
K00921	00562 01100 04070 04145 04810
K00922	00562 01100 01521 01522 01524 04012 04014 04015 04024 04062 04066 04068 04070 04071 04072 04140 04150 04151 04152 04210 04211 04212 04213 04218 04360 04361 04370 04380 04510 04550 04611 04613 04620 04625 04630 04650 04660 04662 04664 04666 04668 04670 04722 04725 04750 04810 04910 04914 04915 04917 04919 04923 04926 04929 04930 04931 04932 04933 04935 04960 04973 05010 05017 05020 05100 05131 05132 05135 05142 05146 05160 05161 05162 05163 05164 05165 05166 05167 05168 05169 05170 05171 05200 05203 05205 05206 05207 05208 05210 05211 05212 05213 05214 05215 05218 05220 05221 05222 05223 05224 05225 05226 05230 05231 05235 05415 05417 05418
K00923	00562 01100 04070 05132
K00925	00430 00620 00640 00680 00720 01100 01120 01200
K00926	00220 00230 00910 01100 01120 01200
K00927	00010 00710 01100 01110 01120 01200 01230 04066
K00928	00260 00261 00270 00300 01100 01110 01120 01210 01230
K00929	00650 01100
K00930	00220 01100 01110 01210 01230
K00931	00330 00332 01100 01110 01230
K00932	00640 01100
K00933	00330 01100
K00934	00330
K00937	00190 03018
K00938	00900 01100 01110
K00939	00230 00730 01100 01110 01232 01240
K00940	00230 00240 00983 01100 01110 01232 01240 04016
K00941	00730 01100 01240
K00942	00230 01100 01232
K00943	00240 01100 01232
K00944	00230 01110 01232 01240
K00945	00240 01100 01232
K00946	00730 01100 01240
K00948	00030 00230 01100 01110 01120 01200 01230
K00949	00730 01100 01240
K00950	00790 01100 01240
K00951	00230 01100
K00952	00760 01100
K00953	00740 01100 01110 01240
K00954	00770 01100 01240
K00955	00230 00261 00450 00920 01100 01110 01120
K00956	00230 00261 00450 00920 01100 01110 01120
K00957	00230 00261 00450 00920 01100 01110 01120
K00958	00230 00261 00450 00920 01100 01110 01120
K00960	03020
K00962	03018
K00963	00040 00052 00500 00520 00541 01100 01110 01240 01250
K00965	00052 00520 01100 01250 04917
K00966	00051 00520 01100 01110 01240 01250
K00967	00440 00564 01100
K00968	00440 00564 01100 05231
K00969	00760 01100 01240
K00970	03018
K00971	00051 00520 00541 01100 01110 01250
K00972	00520 01100 01250
K00973	00521 00523 00525 00541 01100 01110 01250
K00975	00500 00520 01100 01110 01250 02026
K00976	00051 00520 01100 01250
K00977	03450 04640
K00978	00500 00520 00541 01100 01250
K00979	00540 01100 01250
K00980	00564
K00981	00564 01100 01110 04070
K00983	00520 00541 01100 01250
K00985	03230 03240
